chembl_id,generic_name,max_phase,mol_type,n_synonyms,brand_names,research_codes
CHEMBL2105665,elacytarabine,3.0,Small molecule,9,elacytarabine|elacytarabine,cp 4055|cp-4055|cp4055|p-4055
CHEMBL2105684,selumetinib sulfate,4.0,Small molecule,14,koselugo|selumetinib sulfate,azd-6244 hydrogen sulfate|azd6244 hydrogen sulfate|azd-6244 hyd-sulfate|azd6244 hyd-sulfate
CHEMBL2105694,telapristone acetate,3.0,Small molecule,9,proellex|proellextm|progenta|telapristone acetate,cdb-4124|ru 44675|ru-44675|zpv-200
CHEMBL2105695,telotristat ethyl,4.0,Small molecule,11,telotristat ethyl|xermelo,lx 1032|lx-1032|lx1032|lx 1606|lx-1606
CHEMBL2105704,lenvatinib mesylate,4.0,Small molecule,13,kisplyx|lenvatinib mesylate|lenvima,e7080|e-7080 mesylate|e7080 mesylate
CHEMBL2105708,ponatinib hydrochloride,4.0,Small molecule,9,iclusig|ponatinib hydrochloride,ap-24534 hcl|ap24534 hcl
CHEMBL2105717,cabozantinib,4.0,Small molecule,22,cabozantinib|cabozantinib,bms-907351 free base|xl-184 free base
CHEMBL2105719,dacomitinib,4.0,Small molecule,11,dacomitinib|dacomitinib|vizimpro,pf-00299804-03
CHEMBL2105734,sepantronium bromide,2.0,Small molecule,9,sepantronium bromide|sepantronium bromide,ym 155|ym-155|ym155
CHEMBL2105737,sonidegib,4.0,Small molecule,12,erismodegib|sonidegib|sonidegib,lde 225|lde-225|lde225|nvp-lde 225|nvp-lde-225
CHEMBL2105738,galeterone,3.0,Small molecule,10,galeterone|galeterone,tok 001|tok-001|vn 124|vn-124|vn/124
CHEMBL2105741,trametinib dimethyl sulfoxide,4.0,Small molecule,9,mekinist|spexotras|trametinib dimethyl sulfoxide,gsk-1120212b|gsk1120212b
CHEMBL2105756,tivozanib hydrochloride,4.0,Small molecule,8,fotivda|tivozanib hydrochloride,av-951
CHEMBL2105763,quisinostat,2.0,Small molecule,5,quisinostat|quisinostat,jnj 26481585|jnj-26481585
CHEMBL2105834,octreotide pamoate,3.0,Protein,7,octreotide pamoate,sms 201-995 pa|sms-201-995 pa|sms pa|sms-pa
CHEMBL2105864,labradimil,2.0,Protein,5,labradimil|labradimil,rmp-7
CHEMBL2105902,batabulin sodium,2.0,Small molecule,4,batabulin sodium,t-138067 sodium|t138067-sodium
CHEMBL2105949,arzoxifene hydrochloride,2.0,Small molecule,8,arzoxifene hydrochloride,ly-353381.hcl|ly353381.hcl|serm 3|serm-3
CHEMBL2105965,acolbifene hydrochloride,2.0,Small molecule,6,acolbifene hydrochloride,sch57068 hcl|sch57068.hcl|sch-57068 hydrochloride
CHEMBL2105987,atamestane,3.0,Small molecule,4,atamestane,sh-489
CHEMBL2106049,"charcoal, activated",3.0,Small molecule,12,,ast-120
CHEMBL2106068,atrasentan hydrochloride,3.0,Small molecule,8,atrasentan hydrochloride,a-127722|a-147627.1|abbot-147627|abt-627
CHEMBL2106195,dexmedetomidine hydrochloride,4.0,Small molecule,23,cepedex|dexdomitor|dexdor|dexmedetomidine accord|dexmedetomidine hydrochloride,
CHEMBL2107067,testosterone undecanoate,4.0,Small molecule,23,andriol|aveed|jatenzo|kyzatrex|nebido,mk-3033|org 538|org-538|tsx-011
CHEMBL2107123,oglufanide disodium,2.0,Small molecule,6,oglufanide disodium,im-862|im862
CHEMBL2107143,glufosfamide,3.0,Small molecule,8,glufosfamide,d 19575|d-19575|d19575
CHEMBL2107313,becatecarin,3.0,Small molecule,11,becatecarin|becatecarin,bms-181176|bmy-27557|nsc-655649|xl-119|xl119
CHEMBL2107315,belotecan hydrochloride,2.0,Small molecule,5,belotecan hydrochloride,ckd-602
CHEMBL2107319,canfosfamide hydrochloride,3.0,Small molecule,10,canfosfamide hydrochloride|telcyta,ter-286|ter286|tlk-286|tlk286
CHEMBL2107337,enzastaurin hydrochloride,3.0,Small molecule,7,enzastaurin hydrochloride,ly-317615 hydrochloride|ly317615 hydrochloride
CHEMBL2107354,mifamurtide,4.0,Small molecule,12,mepact|mifamurtide|mifamurtide,l-mtp-pe
CHEMBL2107357,motesanib diphosphate,3.0,Small molecule,6,motesanib diphosphate,amg 706
CHEMBL2107360,paliperidone palmitate,4.0,Small molecule,21,byannli (previously paliperidone janssen-cilag international)|erzofri|invega sustenna|invega trinza|niapelf,jns-010|jns010|r-092670|r092670|ro-92670
CHEMBL2107361,pelitrexol,2.0,Small molecule,5,pelitrexol|pelitrexol,ag-2037|ag2037
CHEMBL2107376,tasidotin hydrochloride,2.0,Protein,4,tasidotin hydrochloride,ilx-651|ilx651
CHEMBL2107381,uridine triacetate,4.0,Small molecule,15,uridine triacetate|uridine triacetate|vistogard|xuriden,pn-401|pn401|rg-2133|rg2133
CHEMBL2107759,milataxel,2.0,Small molecule,3,milataxel,mac-321
CHEMBL2107760,nebentan,2.0,Small molecule,6,nebentan,he-11|ym-598
CHEMBL2107784,tasquinimod,3.0,Small molecule,3,tasquinimod,
CHEMBL2107787,tesetaxel,3.0,Small molecule,2,tesetaxel,
CHEMBL2107797,norgestrel,4.0,Small molecule,24,norgestrel|norgestrel|norgestrel|norgestrel component of cryselle|norgestrel component of ovral,fh-122a|nsc-757251|sh-70850|sh-850|wy-3707
CHEMBL2107816,radium ra 223 dichloride,4.0,Small molecule,17,bay 88-8223|radium ra 223 dichloride|xofigo,bay 88-8223|bay-88-8223|bay88-8223
CHEMBL2107823,gandotinib,2.0,Small molecule,12,gandotinib|gandotinib,ly-2784544|ly2784544
CHEMBL2107827,aldoxorubicin hydrochloride,2.0,Small molecule,4,aldoxorubicin hydrochloride|inno-206,inno-206 hydrochloride
CHEMBL2107830,empagliflozin,4.0,Small molecule,18,bi 10773|empagliflozin|empagliflozin|empagliflozin component of glyxambi|empagliflozin component of synjardy,bi 10773|bi-10773
CHEMBL2107832,pimasertib,2.0,Small molecule,15,msc1936369a; as703026; emd 1036239|pimasertib|pimasertib,as 703026|as-703026|as703026|emd 1036239|emd-1036239
CHEMBL2107842,albinterferon alfa-2b,3.0,Unknown,6,albinterferon alfa-2b|albinterferon alfa-2b|albuferon,
CHEMBL2107845,carlecortemcel-l,2.0,Cell,3,carlecortemcel-l|stemex,
CHEMBL2107855,denenicokin,2.0,Protein,16,denenicokin|denenicokin,bms-982470|il-21|il-21 recombinant|recombinant human interleukin 21|ril-21
CHEMBL2107856,imetelstat,3.0,Unknown,6,imetelstat|imetelstat,grn-163l|grn163l
CHEMBL2107861,zalutumumab,3.0,Antibody,7,zalutumumab|zalutumumab,"2f8|humax-egfr|humax-egfr, 2f8|humax-egfr-2f8"
CHEMBL2107862,rintatolimod,3.0,Unknown,8,ampligen|rintatolimod|rintatolimod,
CHEMBL2107881,regramostim,3.0,Protein,11,regramostim|regramostim,gmc 89-107|gmc-89-107|gm-csf|gm-csf (cho cell)|rhgm-c
CHEMBL2107885,reteplase,4.0,Enzyme,20,ecokinase|rapilysin|reteplase|reteplase|reteplase,bm 06.022|bm-06.022|bm-06022
CHEMBL2107891,tasonermin,4.0,Protein,10,beromun|tasonermin|tasonermin,fk 516|fk-516
CHEMBL2107917,oregovomab,3.0,Antibody,7,oregovomab|oregovomab|ovarex,mab-b43.13|oregovamab
CHEMBL2108018,adecatumumab,2.0,Antibody,3,adecatumumab,mt-201
CHEMBL2108029,ertumaxomab,2.0,Antibody,2,ertumaxomab,
CHEMBL2108031,galgenprostucel-l,2.0,Cell,5,galgenprostucel-l|galgenprostucel-l component of gvax prostate,cg-1940|cg1940
CHEMBL2108038,matuzumab,2.0,Antibody,3,matuzumab,emd-72000
CHEMBL2108060,vitespen,3.0,Unknown,3,vitespen,hsppc-96
CHEMBL2108061,volociximab,3.0,Antibody,5,volociximab|volociximab,m-200|m200
CHEMBL2108064,cepeginterferon alfa-2b,3.0,Unknown,5,cepeginterferon alfa-2b,
CHEMBL2108074,pancrelipase,4.0,Enzyme,5,pancrelipase,
CHEMBL2108102,st. john's wort,3.0,Unknown,34,,ze-117
CHEMBL2108110,thrombin,4.0,Unknown,14,thrombin,
CHEMBL2108113,sesame oil,3.0,Unknown,12,,
CHEMBL2108133,poliglusam,3.0,Small molecule,5,poliglusam|poliglusam,fema no. 4946
CHEMBL2108147,streptokinase,4.0,Enzyme,9,kabikinase|streptase|streptokinase,
CHEMBL2108157,votumumab,4.0,Antibody,11,humaspect|oncolon|oncospec|votumumab|votumumab,88-bv-59|88-bv59|88bv-59|88bv59h21-2v67-66
CHEMBL2108184,crofelemer,4.0,Small molecule,12,crofelemer|fulyzaq|mytesi|provir|virend,np-303|sp-303|trn-002
CHEMBL2108200,dimethicone,4.0,Unknown,36,conotrane|cymex|dimethicone|dimethicone component of simethicone|dimeticone,e-900a|ins-900a|ins no.900a
CHEMBL2108209,lentinan,2.0,Unknown,5,,lc 33|lc-33
CHEMBL2108253,arcitumomab,4.0,Antibody,7,arcitumomab|arcitumomab|cea-scan,immu 4|immu-4
CHEMBL2108291,metenkefalin,3.0,Unknown,13,metenkefalin,nsc-374896
CHEMBL2108308,tertomotide,3.0,Protein,7,tertomotide,gv-1001|gv1001
CHEMBL2108309,custirsen,3.0,Oligonucleotide,4,custirsen,isis-112989 free acid|ogx-011 free acid
CHEMBL2108312,ozarelix,3.0,Protein,4,ozarelix,d-63153
CHEMBL2108324,oblimersen,2.0,Oligonucleotide,3,oblimersen,
CHEMBL2108345,trabedersen,3.0,Oligonucleotide,4,trabedersen,a-12009 free acid
CHEMBL2108356,pegdinetanib,2.0,Unknown,8,pegdinetanib|pegdinetanib,bms-844203|ct-322|vegfr-2 inhibitor peptide ct-322
CHEMBL2108359,nimotuzumab,3.0,Antibody,6,nimotuzumab,osag 101|theracim-hr3|theraloc
CHEMBL2108390,fibrin,3.0,Unknown,6,fibrin,
CHEMBL2108391,honey,3.0,Unknown,5,,
CHEMBL2108404,epratuzumab,3.0,Antibody,5,epratuzumab|epratuzumab,immu-hll2
CHEMBL2108442,mitumomab,3.0,Antibody,6,mitumomab|mitumomab,bec-2|bec2
CHEMBL2108465,ginger,3.0,Unknown,34,phillips|travelcaps|travel sickness,b1265|fema no. 2520|fema no. 2521
CHEMBL2108467,"ginseng, asian",2.0,Unknown,51,"ginseng, asian component of psms  panax ginseng root or panax quinquefolium root",b1673
CHEMBL2108494,interferon,3.0,Protein,3,interferon,
CHEMBL2108506,interferon alfa,3.0,Protein,4,interferon alfa,
CHEMBL2108508,interferon alfa-2a,4.0,Protein,18,alpheon|canferon|canferon a|cha-ifnalpha2a|interferon alfa-2a,interferon alfa-2a|ro 22-8181|ro-22-8181|ro-228181
CHEMBL2108509,interferon alfa-n1,2.0,Protein,7,interferon alfa-n1|interferon alfa-n1|interferon alfa-n1|well-feron|wellferon,
CHEMBL2108510,interferon beta,3.0,Protein,12,avonex|extavia|interf b 1a|interfb1a|interf b 1b,
CHEMBL2108531,polifeprosan 20,2.0,Small molecule,5,polifeprosan|polifeprosan 20,
CHEMBL2108546,pegaspargase,4.0,Enzyme,12,oncaspar|pegaspargase|pegaspargase,
CHEMBL2108559,sennosides,3.0,Unknown,12,glysennid,
CHEMBL2108568,trebananib,3.0,Unknown,6,trebananib|trebananib,amg 386|amg-386
CHEMBL2108572,balugrastim,2.0,Protein,7,balugrastim|balugrastim,cg-10639|cg10639
CHEMBL2108577,belagenpumatucel-l,3.0,Cell,2,belagenpumatucel-l,
CHEMBL2108581,catumaxomab,4.0,Antibody,7,catumaxomab|removab,
CHEMBL2108585,contusugene ladenovec,2.0,Gene,8,advexin|contusugene ladenovec|contusugene ladenovec,ad5cmv-p53|ingn 201|ingn-201
CHEMBL2108597,ferric carboxymaltose,4.0,Unknown,10,ferric carboxymaltose|ferric carboxymaltose|injectafer,vit-45
CHEMBL2108609,"inalimarev (cea, muc-1, vaccinia virus)",3.0,Vaccine component,2,"inalimarev (cea, muc-1, vaccinia virus)",
CHEMBL2108611,inotuzumab ozogamicin,4.0,Antibody drug conjugate,14,besponsa|inotuzumab ozogamicin|inotuzumab ozogamicin,cmc-544|pf-05208773|way-207294|way-207294 cmc-544
CHEMBL2108612,iratumumab,2.0,Antibody,4,iratumumab|iratumumab,mdx-060
CHEMBL2108615,lapuleucel-t,2.0,Cell,5,lapuleucel-t,apc-8024|apc8024
CHEMBL2108618,litgenprostucel-l,2.0,Cell,4,litgenprostucel-l|litgenprostucel-l component of gvax prostate,cg8711
CHEMBL2108628,paclitaxel poliglumex,3.0,Small molecule,10,paclitaxel poliglumex|paclitaxel poliglumex|xyotax,ct-2103|pg-txl
CHEMBL2108653,thrombomodulin alfa,3.0,Unknown,9,recomodulin (japan only)|thrombomodulin alfa|thrombomodulin alfa,art-123
CHEMBL2108658,tremelimumab,4.0,Antibody,15,imjudo|tremelimumab|tremelimumab|tremelimumab astrazeneca,"cp-675,206|cp-675206|pf-06753388|ticilimumab"
CHEMBL2108660,tucotuzumab celmoleukin,2.0,Antibody drug conjugate,9,tucotuzumab celmoleukin|tucotuzumab celmoleukin,emd 273066|emd-273066|huks-il2|ksa-interleukin-2
CHEMBL2108664,verpasep caltespen,2.0,Unknown,8,verpasep caltespen|verpasep caltespen,bcg-65-e7|bcg65-e7|hspe-7|hspe7
CHEMBL2108675,dupilumab,4.0,Antibody,14,"dupilumab|dupilumab|dupixent|regn668, sar231893",regn-668|regn668|sar-231893|sar231893
CHEMBL2108677,peginterferon beta-1a,4.0,Protein,11,biib017|peginterferon beta-1a|peginterferon beta-1a|plegridy,biib-017|biib017
CHEMBL2108680,pidilizumab,2.0,Antibody,5,ct-011|pidilizumab|pidilizumab,ct-011
CHEMBL2108681,tildrakizumab,4.0,Antibody,13,ilumetri|ilumya|tildrakizumab|tildrakizumab,mk-3222|sch-900222
CHEMBL2108683,entolimod,2.0,Unknown,6,cblb502|entolimod|entolimod,cblb-502|cblb502
CHEMBL2108684,nelipepimut-s,2.0,Unknown,8,e75 peptide|nelipepimut-s,e-75 peptide|e75 peptide
CHEMBL2108702,imetelstat sodium,4.0,Unknown,8,imetelstat sodium|rytelo,grn163l|grn-163l tridecasodium salt|grn163l tridecasodium salt
CHEMBL2108708,yttrium y 90 clivatuzumab tetraxetan,3.0,Antibody,15,hpam4-cide|pan-cide|yttrium (90y) clivatuzumab tetraxetan|yttrium y 90 clivatuzumab tetraxetan,90hy-pam4|90y-hpam4|90y-hpama4|hpam-4-dota|hpam4-dota
CHEMBL2108717,algenpantucel-l,3.0,Cell,5,algenpantucel-l|hyperacute-pancreas immunotherapy,hapa
CHEMBL2108726,technetium tc 99m tilmanocept,4.0,Protein,8,lymphoseek|lymphoseek kit|technetium tc 99m tilmanocept,1600
CHEMBL2108728,calaspargase pegol,4.0,Enzyme,9,asparlas|calaspargase pegol|calaspargase pegol,ezn-2285
CHEMBL2108738,nivolumab,4.0,Antibody,18,nivolumab|nivolumab|nivolumab bms|nivolumab component of bms-986213|nivolumab component of opdualag,bms-936558|bms-986298|mdx-1106|mdx1106|ono-4538
CHEMBL2108751,pectin,3.0,Unknown,12,,e-440|ins-440|ins no.440
CHEMBL2108774,platelet concentrate,3.0,Unknown,2,,
CHEMBL2108791,tenecteplase,4.0,Enzyme,14,metalyse|tenecteplase|tenecteplase|tenecteplase|tenecteplase boehringer ingelheim pharma gmbh  co. kg,tnk-tpa
CHEMBL2108875,tetanus toxoid,4.0,Vaccine component,16,equilis te|tetanus toxoid component of hexacima|tetanus toxoid component of hexavac|tetanus toxoid component of hexyon|tetanus toxoid component of infanrix hepb,
CHEMBL2108878,thyroid,3.0,Unknown,27,nature|thyroid,nsc-26492
CHEMBL2108905,bcg vaccine,3.0,Vaccine component,4,,
CHEMBL2108906,belladonna,3.0,Unknown,10,,
CHEMBL2108919,chlorophyllin copper complex,2.0,Unknown,14,chlorophyllin copper complex,c.i. 75810|ci-75810
CHEMBL2108922,chondroitin sulfate sodium,3.0,Unknown,4,,
CHEMBL2108931,crisantaspase,4.0,Enzyme,10,asparaginase erwinia chrysanthemi (recombinant)|crisantaspase|crisantaspase|enrylaze|erwinase,jzp-458
CHEMBL2108955,edrecolomab,3.0,Antibody,10,edrecolomab|edrecolomab|panorex,17-1a|c-1|mab-17-1a
CHEMBL2108975,ancestim,2.0,Protein,11,ancestim|ancestim,
CHEMBL2108989,asparaginase,4.0,Enzyme,18,asparaginase|colaspase|elspar|spectrila,nsc-109229
CHEMBL2109027,bromelains,4.0,Unknown,21,ananase|bromelains|bromelains|bromelains,
CHEMBL2109036,igovomab,4.0,Antibody,4,igovomab|indimacis 125|indimacis-125,
CHEMBL2109042,influenza virus vaccine,3.0,Vaccine component,3,,
CHEMBL2109059,edodekin alfa,2.0,Protein,14,edodekin alfa|edodekin alfa,ro 24-7472|ro-24-7472|ro 24-7472/000|ro-24-7472/000|ro-247472000
CHEMBL2109070,lactobacillus acidophilus,3.0,Unknown,11,gynatren|lactobacillus acidophilus component of lactinex,
CHEMBL2109092,epoetin beta,4.0,Protein,30,epoetin beta|epoetin beta|epoetin beta|neorecormon|neorecormon 1000,bm 06.019|epoch
CHEMBL2109128,lenograstim,4.0,Protein,16,granocyte-13|granocyte-34|lenograstim|lenograstim|lenograstim,rg-csf
CHEMBL2109134,molgramostim,3.0,Protein,14,leucomax|molgramostim|molgramostim|molgramostim,sch 39300|sch-39300
CHEMBL2109196,"ginseng, american",3.0,Unknown,25,,afx-02|afx-2
CHEMBL2109204,nadroparin calcium,4.0,Oligosaccharide,12,nadroparin calcium,cy 216|cy-216
CHEMBL2109229,oblimersen sodium,3.0,Oligonucleotide,9,genasense|oblimersen|oblimersen sodium,d-g3139|g-3139|g3139
CHEMBL2109256,sgn-30,3.0,Unknown,2,,sgn-30
CHEMBL2109295,ascrinvacumab,2.0,Antibody,7,ascrinvacumab|ascrinvacumab,gt-90001|pf-03446962
CHEMBL2109321,carotuximab,3.0,Antibody,7,carotuximab|carotuximab,c-sn6j|de-122|trc-105
CHEMBL2109343,leronlimab,3.0,Antibody,6,leronlimab|leronlimab,pro 140|pro-140|pro140
CHEMBL2109355,dusigitumab,2.0,Antibody,5,dusigitumab|dusigitumab,medi-573|medi573
CHEMBL2109357,veligrotug,2.0,Antibody,11,veligrotug|veligrotug,ave-1642|ave1642|vrdn-001|wbp2363
CHEMBL2109377,pamrevlumab,3.0,Antibody,4,pamrevlumab|pamrevlumab,fg-3019
CHEMBL2109384,demcizumab,2.0,Antibody,4,demcizumab|demcizumab,omp-21m18
CHEMBL2109389,imgatuzumab,2.0,Antibody,12,imgatuzumab|imgatuzumab,ga-201|ga201|huma-b|humab|humab<egfr>
CHEMBL2109406,patritumab,3.0,Antibody,5,patritumab|patritumab,amg 888|u3-1287
CHEMBL2109427,zolbetuximab,4.0,Antibody,10,vyloy|zolbetuximab|zolbetuximab,imab-362|imab362
CHEMBL2109502,sgn-15,2.0,Unknown,5,,bms-182248|br96|br-96 cbr96-doxorubicin immunoconjugate|sgn-15
CHEMBL2109506,hu3s193,2.0,Unknown,2,,hu3s193
CHEMBL2109512,mcs-110,2.0,Unknown,2,,mcs-110
CHEMBL2109513,pd-360324,2.0,Unknown,2,,pd-360324
CHEMBL2109549,j591,2.0,Unknown,5,rosopatamab,huj-591|huj591-gs|j591
CHEMBL2109559,j591 177lu,2.0,Unknown,3,,177 lu-j591|huj591-gs
CHEMBL2109604,camoteskimab,2.0,Antibody,13,camoteskimab,aevi-007|aevi007|avtx-007|avtx007|cerc-007
CHEMBL2109621,abituzumab,2.0,Antibody,7,abituzumab,di 17e6|di-17e6|di17e6|emd 525797|emd-525797
CHEMBL2109629,anetumab ravtansine,2.0,Antibody drug conjugate,8,anetumab ravtansine,bay 94-9343|bay-94-9343|bay-949343|bay94-9343|bay949343
CHEMBL2109635,sar-566658,2.0,Unknown,5,,huds6-dm4|sar-566658|sar566658
CHEMBL2109636,vilobelimab,3.0,Antibody,7,vilobelimab|vilobelimab,cacp 29|cacp29|ifx-1
CHEMBL2109637,huhmfg1,2.0,Unknown,7,,as1402|huhmfg1|r1550
CHEMBL2109653,bermekimab,3.0,Antibody,10,bermekimab|bermekimab|xilonix,ca-18c3|cv-18c3|mabp1|ra-18c3|t2-18c3
CHEMBL2109662,dalantercept,3.0,Protein,4,dalantercept|dalantercept,ace-041
CHEMBL2109667,simtuzumab,2.0,Antibody,6,simtuzumab|simtuzumab,ab-0024|ab0024|gs-6624
CHEMBL2109677,huj591 111in,2.0,Unknown,3,,huj591
CHEMBL2109678,huj591 177lu,2.0,Unknown,3,,huj591
CHEMBL2110563,cyanocobalamin,4.0,Small molecule,46,behepan|berubigen|betalin 12|calomist|cobavite,nsc-80365
CHEMBL2110587,tasisulam,3.0,Small molecule,4,tasisulam,ly-573636
CHEMBL2110725,vinflunine,4.0,Small molecule,5,vinflunine,
CHEMBL2110732,dacomitinib anhydrous,4.0,Small molecule,2,,
CHEMBL2110824,buserelin,4.0,Protein,7,buserelin|buserelin,
CHEMBL2111084,belotecan,3.0,Small molecule,4,belotecan,
CHEMBL2111107,sugammadex,4.0,Oligosaccharide,5,sugammadex|sugammadex,
CHEMBL2111187,radium dichloride,4.0,Small molecule,1,,
CHEMBL2134724,ipratropium bromide,4.0,Small molecule,33,atrovent|atrovent aerocaps|atrovent fte|atrovent hfa|atrovent udvs,nsc-759613|sch-1000-br-|sch 1000-br-monohydrate
CHEMBL2141296,ixazomib,3.0,Small molecule,9,ixazomib|ixazomib,mln-2238|mln2238|mln-9708 free base
CHEMBL2142592,taladegib,2.0,Small molecule,5,taladegib|taladegib,ly-2940680|ly2940680
CHEMBL2146146,atropine sulfate,4.0,Small molecule,29,atropine sulfate|atropine sulfate ansyr plastic syringe|atropine sulfate component of colonaid|atropine sulfate component of di-atro|atropine sulfate component of enlon-plus,nsc-26671|nsc-755889|syd-101
CHEMBL2146883,cobimetinib,4.0,Small molecule,15,cobimetinib|cobimetinib,gdc-0973|rg 7420|rg-7420|rg7420
CHEMBL2158051,xevinapant,3.0,Small molecule,11,xevinapant|xevinapant,d-1143|debio 1143|debio-1143|iap inhibitor at-406|msc2735845a
CHEMBL2158685,abc-294640,2.0,Small molecule,5,opaganib,abc 294640
CHEMBL2163631,sabizabulin,3.0,Small molecule,7,sabizabulin|sabizabulin,abi-231|app-111|veru-111
CHEMBL216913,mitoguazone,3.0,Small molecule,4,mitoguazone,
CHEMBL217092,saracatinib,3.0,Small molecule,7,saracatinib|saracatinib,az-10353926|azd-0530|azd0530
CHEMBL2177390,ipatasertib,3.0,Small molecule,7,ipatasertib|ipatasertib,gdc-0068|rg-7440|rg7440
CHEMBL219568,guanine,3.0,Small molecule,8,,
CHEMBL220491,brinzolamide,4.0,Small molecule,17,azopt|brinzolamide|brinzolamide|brinzolamide|brinzolamide component of azarga,al-4862|nsc-760050
CHEMBL220492,topiramate,4.0,Small molecule,33,epitomax|eprontia|qudexy xr|topamax|topamax sprinkle,mcn-4853|rwj-17021|rwj-17021-000|usl-255|usl255
CHEMBL2207503,mobinitinib,2.0,Small molecule,8,mobinitinib,cct-241736|cct241736
CHEMBL2216870,idelalisib,4.0,Small molecule,19,idelalisib|idelalisib|zydelig,cal-101|gs-1101
CHEMBL2218860,gadobutrol,4.0,Small molecule,15,gadavist|gadobutrol|gadobutrol,bay86-4875|zk 135079|zk-135079
CHEMBL2218878,trimetrexate glucuronate,4.0,Small molecule,6,neutrexin|trimetrexate glucuronate,nsc-352122
CHEMBL2218894,fluvastatin sodium,4.0,Small molecule,27,dorisin xl|fluvastatin sodium|fluvastatin sodium|lescol|lescol xl,xu 62-320|xu-62-320
CHEMBL2218896,nabilone,4.0,Small molecule,12,cesamet|nabilone|nabilone|nabilone,cpd 109514|cpd-109514
CHEMBL2218917,cevimeline hydrochloride,4.0,Small molecule,15,cevimeline hydrochloride|cevimeline hydrochloride|evoxac,af-102b|af102b|fks-508|snd-5008|sni-2011
CHEMBL2219415,gadoterate meglumine,4.0,Small molecule,13,dotarem|gadoterate meglumine,p 449|p-449|p449
CHEMBL2219422,afuresertib,3.0,Small molecule,10,afuresertib|afuresertib,asb-183|asb183|gsk-2110183|gsk2110183|gsk-2110183c
CHEMBL2219773,custirsen sodium,3.0,Oligonucleotide,6,custirsen sodium,isis 112989|isis-112989|ogx-011
CHEMBL2219774,gataparsen,2.0,Oligonucleotide,5,gataparsen|gataparsen,ly-2181308|ly2181308
CHEMBL2220442,fluvastatin,4.0,Small molecule,9,fluvastatin|fluvastatin,nsc-758896
CHEMBL2220486,lucitanib,2.0,Small molecule,10,lucitanib|lucitanib,al-3810|co-3810|e-3810|s 80881|s-80881
CHEMBL222280,broxuridine,2.0,Small molecule,5,broxuridine,nsc-38297
CHEMBL223228,efavirenz,4.0,Small molecule,26,efavirenz|efavirenz|efavirenz|efavirenz component of atripla|efavirenz component of symfi,dmp-266|l-743726|nsc-742403
CHEMBL223360,linifanib,3.0,Small molecule,7,linifanib|linifanib,a-741439|abt-869|al-39324|rg-3635
CHEMBL224060,vorozole,2.0,Small molecule,9,rivizor|vorozole|vorozole|vorozole,r 83842|r-83842|r-83942
CHEMBL225071,raltitrexed,4.0,Small molecule,12,raltitrexed|raltitrexed|raltitrexed|tomudex,zd-16|zd-1694|zd1694
CHEMBL225072,pemetrexed,4.0,Small molecule,12,alimta|pemetrexed|pemetrexed|pemfexy,ly-231514|ly231514|nsc-698037
CHEMBL226267,arzoxifene,3.0,Small molecule,6,arzoxifene,ly-353381|ly353381
CHEMBL226335,rutin,3.0,Small molecule,21,rutoside,c.i. 75730|nsc-9220
